sample	gene	is_MET_pos	n_seg	cn_rel_median	cn_rel_mean	cn_rel_max	cn_rel_min	cn_abs_median	cn_abs_mean	cn_abs_max	cn_abs_min	pval_min	conf
A269010009	NBN	FALSE	17	0.794451881365186	0.812195917973531	0.92502905808147	0.744619586777886	1.58890376273037	1.62439183594706	1.85005811616294	1.48923917355577	0.140633857542877	0.851910110511844
A269010009	NTRK1	FALSE	8	0.989769526268317	0.985919132735904	0.997260795620586	0.953562566049417	1.97953905253663	1.97183826547181	1.99452159124117	1.90712513209883	0.5632280175348	0.249315749536909
A269010009	Other	FALSE	284	0.995843620247385	1.49252008356192	76.9758086887416	0.742629264253329	1.99168724049477	2.98504016712383	153.951617377483	1.48525852850666	0.0647635066319879	1.18866964432736
A269010009	PTEN	FALSE	9	0.848573991281002	0.867597157579868	0.988213251032793	0.806336015921957	1.697147982562	1.73519431515974	1.97642650206559	1.61267203184391	0.0707131910739298	1.1504995639082
A269010009	RET	FALSE	12	1.08105546928836	1.07556253367171	1.13103363394626	0.992060587028614	2.16211093857673	2.15112506734343	2.26206726789252	1.98412117405723	0.152872901363705	0.815669491901159
A269010009	TSC2	FALSE	4	1.03374552984156	1.030968480942	1.09258218537352	0.963800678711359	2.06749105968313	2.06193696188401	2.18516437074705	1.92760135742272	0.20669967313816	0.684660210138101
A269010010	CCND1	FALSE	5	1.03394968757357	1.05644989503308	1.13957980584144	1.02296740874353	2.06789937514715	2.11289979006616	2.27915961168288	2.04593481748705	0.46098246942037	0.336315589965581
A269010010	CDK4	FALSE	7	0.83449605744561	0.83579112040196	0.871816607489434	0.786346034990703	1.66899211489122	1.67158224080392	1.74363321497887	1.57269206998141	0.418204068107715	0.37861174686952
A269010010	CREBBP	FALSE	29	0.964761039623858	0.959433461704104	0.998665385423725	0.85704129100956	1.92952207924772	1.91886692340821	1.99733077084745	1.71408258201912	0.0884255799667052	1.05342208304825
A269010010	DDR2	FALSE	7	1.07460434285583	1.07825121459853	1.13324299659385	1.04448261066086	2.14920868571165	2.15650242919705	2.26648599318769	2.08896522132172	0.28895398851713	0.539171306461396
A269010010	EGFR	FALSE	29	1.01971980646398	1.02453511818498	1.13126819340473	0.937145964388619	2.03943961292797	2.04907023636997	2.26253638680946	1.87429192877724	0.197201644374811	0.705089467995573
A269010010	ERBB2	FALSE	21	1.07348889220777	1.10306539888046	1.41651433623205	1.00948589322715	2.14697778441555	2.20613079776092	2.8330286724641	2.01897178645429	0.188250047360746	0.725264905865598
A269010010	FGFR3	FALSE	16	1.05289695326036	1.04569785000861	1.08752128003112	0.945035826991954	2.10579390652073	2.09139570001723	2.17504256006225	1.89007165398391	0.0767595220784746	1.11486773794031
A269010010	GATA3	FALSE	7	0.957904179537603	0.953188866636249	1.00499797972856	0.911504245644322	1.91580835907521	1.9063777332725	2.00999595945713	1.82300849128864	0.138340638808777	0.859050223232396
A269010010	MDM2	FALSE	13	1.03440277796723	1.03311044097355	1.06672841416481	1.00977984028805	2.06880555593445	2.06622088194711	2.13345682832962	2.0195596805761	0.202318412428605	0.693964591513601
A269010010	MET	FALSE	25	0.976995070320553	0.970140018528253	1.0530774017813	0.879362110688854	1.95399014064111	1.94028003705651	2.10615480356259	1.75872422137771	0.0782617757215645	1.10645030239333
