sample	is_MET_pos	seg_idx	gene	cn_rel	cn_abs	pval
A269010003	TRUE	1379	MET	1.22762085548001	2.45524171096003	1.18694296337961e-09
A269010003	TRUE	1380	MET	1.0023938333714	2.00478766674279	0.95078433651119
A269010003	TRUE	1381	MET	1.34161444617713	2.68322889235425	8.58895882460525e-20
A269010003	TRUE	1382	MET	1.03823294721993	2.07646589443987	0.102922789083616
A269010003	TRUE	1383	MET	1.03378260424534	2.06756520849069	0.494569193715249
A269010003	TRUE	1384	MET	0.874990871829581	1.74998174365916	0.000191321978015288
A269010003	TRUE	1385	MET	1.02793593477742	2.05587186955484	0.504617513955411
A269010003	TRUE	1386	MET	1.05250695676409	2.10501391352818	0.318521411274698
A269010003	TRUE	1387	MET	1.26517261509519	2.53034523019039	6.54824474358884e-06
A269010003	TRUE	1388	MET	1.06227398825883	2.12454797651765	0.0916543553358803
A269010003	TRUE	1389	MET	1.07011973373813	2.14023946747626	0.0239874377726496
A269010003	TRUE	1390	MET	1.05321627818583	2.10643255637165	0.0281776264992839
A269010003	TRUE	1391	MET	1.14014009655902	2.28028019311804	1.81590735238568e-15
A269010004	TRUE	1367	MET	0.942252299995825	1.88450459999165	0.316725242564321
A269010004	TRUE	1368	MET	1.01364186576747	2.02728373153494	0.877940929476825
A269010004	TRUE	1369	MET	1.00783807211532	2.01567614423063	0.933551490057453
A269010004	TRUE	1370	MET	0.983750247216495	1.96750049443299	0.863007630923781
A269010004	TRUE	1371	MET	1.04432586343631	2.08865172687263	0.535373330714395
A269010004	TRUE	1372	MET	0.983232072830546	1.96646414566109	0.78217164957166
A269010004	TRUE	1373	MET	0.99399185053215	1.9879837010643	0.891493647667915
A269010004	TRUE	1374	MET	0.7501322554737	1.5002645109474	1.31660265104326e-23
A269010004	TRUE	1375	MET	0.956080145196011	1.91216029039202	0.564054592802664
A269010004	TRUE	1376	MET	0.973325124082388	1.94665024816478	0.29600081144576
A269010004	TRUE	1377	MET	0.698359939963332	1.39671987992666	3.69835464412747e-08
A269010004	TRUE	1378	MET	0.929726891938074	1.85945378387615	0.00354576059990281
A269010004	TRUE	1379	MET	0.782104228336116	1.56420845667223	6.32296393324358e-20
A269010004	TRUE	1380	MET	1.00741062805006	2.01482125610013	0.84921368788218
A269010004	TRUE	1381	MET	0.692089085382325	1.38417817076465	5.44253143732875e-57
A269010004	TRUE	1382	MET	1.04542353200768	2.09084706401536	0.0543248349857953
A269010004	TRUE	1383	MET	0.885207485885953	1.77041497177191	0.00671644521771889
A269010004	TRUE	1384	MET	0.990045025225862	1.98009005045172	0.792912351122104
A269010004	TRUE	1385	MET	0.923706641450002	1.8474132829	0.0425740766721846
A269010004	TRUE	1386	MET	0.901901416231798	1.8038028324636	0.0296429330654033
A269010004	TRUE	1387	MET	0.777634239700041	1.55526847940008	7.74160173017599e-10
A269010004	TRUE	1388	MET	0.964622830404166	1.92924566080833	0.291325599355442
A269010004	TRUE	1389	MET	0.946152622422685	1.89230524484537	0.0499248565988194
A269010004	TRUE	1390	MET	1.01869959772875	2.0373991954575	0.425241358836649
A269010004	TRUE	1391	MET	1.04857848175558	2.09715696351117	0.00272033699949197
A269010005	FALSE	1367	MET	1.04181511788197	2.08363023576394	0.512021808387518
A269010005	FALSE	1368	MET	1.11444724641144	2.22889449282288	0.241236523873958
A269010005	FALSE	1369	MET	1.15825173515812	2.31650347031624	0.142978406123216
A269010005	FALSE	1370	MET	1.14198054581173	2.28396109162346	0.194040300339284
A269010005	FALSE	1371	MET	1.08967866435467	2.17935732870934	0.229434527866936
A269010005	FALSE	1372	MET	1.0609383439422	2.1218766878844	0.35173480990939
A269010005	FALSE	1373	MET	0.94240608877236	1.88481217754472	0.167819662161861
A269010005	FALSE	1374	MET	1.02700901141494	2.05401802282989	0.429141937993024
