sample	gene	is_target_pos	n_segments	copy_ratio	confidence
A269010005	NTRK1	TRUE	8	0.702146357451887	3.89325880635713
A269010005	GATA3	TRUE	7	0.906003166736963	1.72535185627895
A269010005	MET	TRUE	25	1.07938377090119	0.887448879044863
A269010005	CDK4	TRUE	7	0.943801746029071	0.469472949882691
A269010005	DDR2	TRUE	7	1.05106009222579	0.153092535094422
A269010005	MDM2	TRUE	13	1.02713846047018	0.11262688136601
A269010006	EGFR	TRUE	29	0.89907890988192	27.2862301239613
A269010006	CREBBP	TRUE	45	0.982616397323214	25.8019528917807
A269010006	ERBB2	TRUE	27	1.06861439937665	15.5941325248786
A269010006	TSC2	TRUE	42	0.846181346586235	14.3098204943828
A269010006	NBN	TRUE	17	1.02863273924313	7.72215458536419
A269010006	Other	TRUE	1376	1.0522966485018	5.70704856924412
A269010006	RET	TRUE	12	1.17556884419089	5.66860443939175
A269010006	FGFR3	TRUE	16	0.96730548099269	3.19375947229003
A269010006	GATA3	TRUE	7	1.17921825319118	2.45886966008727
A269010006	CCND1	TRUE	5	0.994474361494776	1.78437735430046
A269010006	PTEN	TRUE	9	1.00529424592575	1.59594766743918
A269010006	CDK4	TRUE	7	1.26659403155282	1.11887446275296
A269010006	MDM2	TRUE	13	0.812076897677839	0.85935611528332
A269010006	MET	TRUE	25	0.920299402515547	0.723462547094014
A269010006	DDR2	TRUE	7	1.17029071854164	0.525246400094355
A269010006	NTRK1	TRUE	8	1.03835285321769	0.29322800077178
A269010007	MDM2	TRUE	13	0.206335520363923	81.0267277016343
A269010007	CREBBP	TRUE	45	1.1294000923585	50.6179174111036
A269010007	ERBB2	TRUE	27	1.18707996152377	25.3549274428396
A269010007	EGFR	TRUE	29	1.06489640217249	19.5143349686973
A269010007	NBN	TRUE	17	0.921751561606782	18.2010434960182
A269010007	CDK4	TRUE	7	4.79100022318814	10.9916112528006
A269010007	PTEN	TRUE	9	0.823177545289872	8.58409959389239
A269010007	Other	TRUE	1376	1.01841368192412	8.10315581895564
A269010007	RET	TRUE	12	0.959493048208574	7.64597904692279
A269010007	TSC2	TRUE	42	1.09040851888061	4.80631269033359
A269010007	GATA3	TRUE	7	1.20461444110294	3.02608796029427
A269010007	CCND1	TRUE	5	1.07004548384291	2.93689107421021
A269010007	FGFR3	TRUE	16	1.01080720239355	1.97570608140776
A269010007	NTRK1	TRUE	8	1.08484800638359	0.327823653027002
A269010007	DDR2	TRUE	7	1.0963762739325	0.235633286801508
A269010007	MET	TRUE	25	1.00842236352779	0.14180749240155
A269010009	CREBBP	TRUE	45	1.65852358288069	86.7597925193736
A269010009	TSC2	TRUE	42	1.67036833480794	44.015920645809
A269010009	ERBB2	TRUE	27	0.816432083117852	40.7983259306699
A269010009	Other	TRUE	1376	0.857382054769327	39.2665564209244
A269010009	PTEN	TRUE	9	0.72755762274888	30.226595955843
A269010009	NBN	TRUE	17	0.874739532021095	28.3141917074142
A269010009	RET	TRUE	12	1.16451178488525	27.9357084019387
A269010009	EGFR	TRUE	29	1.15750387029216	26.87879823682
A269010009	FGFR3	TRUE	16	1.17564959894667	13.9885445988573
A269010009	CCND1	TRUE	5	0.890165249842074	7.86377593664769
A269010009	GATA3	TRUE	7	1.16026846753911	3.24569237825501
A269010009	DDR2	TRUE	7	0.824298786823318	2.2556356467889
A269010009	CDK4	TRUE	7	1.31638781576627	1.71755434561276
A269010009	MET	TRUE	25	1.05639169360117	0.848274644209648
A269010009	MDM2	TRUE	13	0.806668768709584	0.693152785729022
A269010009	NTRK1	TRUE	8	1.03805583021457	0.111260750892189
A269010010	NTRK1	FALSE	8	1.18994344776363	0.746407716820318
A269010010	ERBB2	FALSE	27	1.01945640365997	0.540564322258122
A269010010	CCND1	FALSE	5	0.969274877040053	0.434667380718192
A269010010	EGFR	FALSE	29	0.999441877466482	0.401191015073492
A269010010	NBN	FALSE	17	0.994031737889846	0.378050673415175
A269010010	CREBBP	FALSE	45	1.00118233093852	0.326881987206306
A269010010	DDR2	FALSE	7	1.14054979733238	0.320708488385011
A269010010	Other	FALSE	1376	1.03402786189262	0.306537083485063
A269010010	RET	FALSE	12	0.978127065494426	0.296260550312272
A269010010	GATA3	FALSE	7	0.965223568066463	0.253785027177107
