sample	is_target_pos	seg_idx	gene	cn_rel	cn_abs	pval
A269010007	TRUE	550	ERBB2	1.25204368140019	2.50408736280038	1.45606026685909e-39
A269010007	TRUE	551	ERBB2	1.07357865844738	2.14715731689476	0.162105174765679
A269010007	TRUE	552	ERBB2	1.13255920053088	2.26511840106176	0.237612566121429
A269010007	TRUE	553	ERBB2	1.2080886712984	2.41617734259681	0.000169287853494584
A269010007	TRUE	554	ERBB2	1.13208099022102	2.26416198044204	4.78529031442284e-53
A269010007	TRUE	555	ERBB2	1.24726410382772	2.49452820765544	0.00282852982658957
A269010007	TRUE	556	ERBB2	1.36522307612031	2.73044615224062	4.4173920438649e-11
A269010007	TRUE	557	ERBB2	1.32926058997079	2.65852117994158	1.12255840400037e-20
A269010007	TRUE	558	ERBB2	1.33251597602907	2.66503195205813	0.000117537145210764
A269010007	TRUE	559	ERBB2	1.2078004291428	2.4156008582856	0.000109737803939944
A269010007	TRUE	560	ERBB2	1.19312759138368	2.38625518276736	2.36338904923365e-14
A269010009	TRUE	534	ERBB2	0.82122778774777	1.64245557549554	0.0701210332619845
A269010009	TRUE	535	ERBB2	0.964488781339167	1.92897756267833	0.379573918507063
A269010009	TRUE	536	ERBB2	0.624894340718855	1.24978868143771	1e-100
A269010009	TRUE	537	ERBB2	0.885259219372351	1.7705184387447	0.146898645768552
A269010009	TRUE	538	ERBB2	0.567627897585733	1.13525579517147	2.12193661590198e-56
A269010009	TRUE	539	ERBB2	0.893664679913893	1.78732935982779	0.00436800965681764
A269010009	TRUE	540	ERBB2	0.805940291583439	1.61188058316688	2.48881311580784e-21
